unique identifier,Budget Year,Account Type,Department,Unit,Child Fund,Amount
13058,2012-07-01,Expense,Public Works,30243 - Right of Way Management,2211 - Measure B: ACTIA,95985
13059,2012-07-01,Expense,Public Works,30261 - Transportation Services: Admin,2211 - Measure B: ACTIA,100000
13060,2012-07-01,Expense,Public Works,30261 - Transportation Services: Admin,2211 - Measure B: ACTIA,107254
13061,2012-07-01,Expense,Public Works,30261 - Transportation Services: Admin,2211 - Measure B: ACTIA,10000
13062,2012-07-01,Expense,Public Works,30264 - Traffic Capital Projects,2211 - Measure B: ACTIA,233738
13063,2012-07-01,Expense,Public Works,30264 - Traffic Capital Projects,2211 - Measure B: ACTIA,990
13064,2012-07-01,Expense,Public Works,30264 - Traffic Capital Projects,2211 - Measure B: ACTIA,4606
13065,2012-07-01,Expense,Public Works,30264 - Traffic Capital Projects,2211 - Measure B: ACTIA,64589
13066,2012-07-01,Expense,Public Works,30264 - Traffic Capital Projects,2211 - Measure B: ACTIA,74284
13067,2012-07-01,Expense,Public Works,30264 - Traffic Capital Projects,2211 - Measure B: ACTIA,108621
13068,2012-07-01,Expense,Public Works,30264 - Traffic Capital Projects,2211 - Measure B: ACTIA,51640
13069,2012-07-01,Expense,Public Works,30264 - Traffic Capital Projects,2211 - Measure B: ACTIA,71956
13070,2012-07-01,Expense,Public Works,30264 - Traffic Capital Projects,2211 - Measure B: ACTIA,86011
13071,2012-07-01,Expense,Public Works,30265 - Traffic Safety Program,2211 - Measure B: ACTIA,27180
13072,2012-07-01,Expense,Public Works,30265 - Traffic Safety Program,2211 - Measure B: ACTIA,7510
13073,2012-07-01,Expense,Public Works,30265 - Traffic Safety Program,2211 - Measure B: ACTIA,8638
13074,2012-07-01,Expense,Public Works,30265 - Traffic Safety Program,2211 - Measure B: ACTIA,12631
13075,2012-07-01,Expense,Public Works,30265 - Traffic Safety Program,2211 - Measure B: ACTIA,6005
13076,2012-07-01,Expense,Public Works,30265 - Traffic Safety Program,2211 - Measure B: ACTIA,8367
13077,2012-07-01,Expense,Public Works,30265 - Traffic Safety Program,2211 - Measure B: ACTIA,10002
13078,2012-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,2211 - Measure B: ACTIA,161834
13079,2012-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,2211 - Measure B: ACTIA,44718
13080,2012-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,2211 - Measure B: ACTIA,51431
13081,2012-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,2211 - Measure B: ACTIA,75206
13082,2012-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,2211 - Measure B: ACTIA,35754
13083,2012-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,2211 - Measure B: ACTIA,49820
13084,2012-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,2211 - Measure B: ACTIA,59552
13085,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,363697
13086,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,396110
13087,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,204802
13088,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,40000
13089,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,2260
13090,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,825
13091,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,3300
13092,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,2211
13093,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,6202
13094,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,100498
13095,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,45356
13096,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,109453
13097,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,125884
13098,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,115586
13099,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,52164
13100,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,79131
13101,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,169012
13102,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,184074
13103,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,1525
13104,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,2700
13105,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,2900
13106,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,1500
13107,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,2020
13108,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,2020
13109,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,630
13110,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,2460
13111,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,780
13112,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,3940
13113,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,6310
13114,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,300
13115,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,350
13116,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,27883
13117,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,6950
13118,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,6950
13119,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,80352
13120,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,87513
13121,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,50226
13122,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,69986
13123,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,121942
13124,2012-07-01,Expense,Public Works,30522 - Electrical Services: Maintenance,2211 - Measure B: ACTIA,111964
13125,2012-07-01,Expense,Public Works,30523 - Electrical Services: Traffic Maintenance,2211 - Measure B: ACTIA,5500
13126,2012-07-01,Expense,Public Works,30523 - Electrical Services: Traffic Maintenance,2211 - Measure B: ACTIA,26550
13127,2012-07-01,Expense,Public Works,30523 - Electrical Services: Traffic Maintenance,2211 - Measure B: ACTIA,240
13128,2012-07-01,Expense,Public Works,30523 - Electrical Services: Traffic Maintenance,2211 - Measure B: ACTIA,952
13129,2012-07-01,Expense,Public Works,30523 - Electrical Services: Traffic Maintenance,2211 - Measure B: ACTIA,1327
13130,2012-07-01,Expense,Capital Improvement Projects,92232 - Engineer Design: Construction Services,2211 - Measure B: ACTIA,14000
13131,2012-07-01,Expense,Capital Improvement Projects,92232 - Engineer Design: Construction Services,2211 - Measure B: ACTIA,28000
13132,2012-07-01,Expense,Capital Improvement Projects,92232 - Engineer Design: Construction Services,2211 - Measure B: ACTIA,24000
13133,2012-07-01,Expense,Capital Improvement Projects,92232 - Engineer Design: Construction Services,2211 - Measure B: ACTIA,66000
13134,2012-07-01,Expense,Capital Improvement Projects,92232 - Engineer Design: Construction Services,2211 - Measure B: ACTIA,31000
13135,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2211 - Measure B: ACTIA,550000
13136,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2211 - Measure B: ACTIA,30000
13137,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2211 - Measure B: ACTIA,60000
13138,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2211 - Measure B: ACTIA,46500
13139,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2211 - Measure B: ACTIA,99000
13140,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2211 - Measure B: ACTIA,232500
13141,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2211 - Measure B: ACTIA,495000
13142,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2211 - Measure B: ACTIA,312000
13143,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2211 - Measure B: ACTIA,750000
13144,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2211 - Measure B: ACTIA,156000
13145,2012-07-01,Expense,Capital Improvement Projects,92246 - Engineer Design: Traffic / Parking,2211 - Measure B: ACTIA,75000
13146,2012-07-01,Expense,Capital Improvement Projects,92246 - Engineer Design: Traffic / Parking,2211 - Measure B: ACTIA,66000
13147,2012-07-01,Expense,Capital Improvement Projects,92246 - Engineer Design: Traffic / Parking,2211 - Measure B: ACTIA,225000
13148,2012-07-01,Expense,Capital Improvement Projects,92246 - Engineer Design: Traffic / Parking,2211 - Measure B: ACTIA,240000
13149,2012-07-01,Expense,Public Works,30275 - IPPD Plans and Programming,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,10000
13150,2012-07-01,Expense,Capital Improvement Projects,92232 - Engineer Design: Construction Services,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,25000
13151,2012-07-01,Expense,Capital Improvement Projects,92232 - Engineer Design: Construction Services,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,10000
13152,2012-07-01,Expense,Capital Improvement Projects,92232 - Engineer Design: Construction Services,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,12000
13153,2012-07-01,Expense,Capital Improvement Projects,92235 - Engineer Design: Survey and Testing Lab,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,2000
13154,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,37500
13155,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,187500
13156,2012-07-01,Expense,Capital Improvement Projects,92246 - Engineer Design: Traffic / Parking,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,15000
13157,2012-07-01,Expense,Capital Improvement Projects,92246 - Engineer Design: Traffic / Parking,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,33000
13158,2012-07-01,Expense,Capital Improvement Projects,92246 - Engineer Design: Traffic / Parking,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,200000
13159,2012-07-01,Expense,Capital Improvement Projects,92260 - Engineer Design: IPPD Capital Improvement Projects,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,5000
13160,2012-07-01,Expense,Capital Improvement Projects,92260 - Engineer Design: IPPD Capital Improvement Projects,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,197000
13161,2012-07-01,Expense,Capital Improvement Projects,92260 - Engineer Design: IPPD Capital Improvement Projects,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,141000
13162,2012-07-01,Expense,Capital Improvement Projects,92260 - Engineer Design: IPPD Capital Improvement Projects,2212 - Measure B: Bicycle/Pedestrian Pass-Thru Funds,135000
13163,2012-07-01,Expense,Dept of Human Services,75621 - Oakland Paratransit for Elderly and Disabled,2213 - Measure B: Paratransit - ACTIA,170891
13164,2012-07-01,Expense,Dept of Human Services,75621 - Oakland Paratransit for Elderly and Disabled,2213 - Measure B: Paratransit - ACTIA,38654
13165,2012-07-01,Expense,Dept of Human Services,75621 - Oakland Paratransit for Elderly and Disabled,2213 - Measure B: Paratransit - ACTIA,42263
13166,2012-07-01,Expense,Dept of Human Services,75621 - Oakland Paratransit for Elderly and Disabled,2213 - Measure B: Paratransit - ACTIA,66508
13167,2012-07-01,Expense,Dept of Human Services,75621 - Oakland Paratransit for Elderly and Disabled,2213 - Measure B: Paratransit - ACTIA,1922
13168,2012-07-01,Expense,Dept of Human Services,75621 - Oakland Paratransit for Elderly and Disabled,2213 - Measure B: Paratransit - ACTIA,23040
